"","Date","TrancheID","Mgr","REDate","Price","Yield","DM","CpnRate","NAV","WAS","WAL","MVOC","JPM_DM","T2R"
"72",2018-06-13,"CLRCRK.DR","4086 Advisors Inc.",2022-10-20,100,0.0626,0.0331,2.95,64.4447,3.22537,3.0281,112.526,283.0997,4.35318275154004
"73",2018-06-14,"CW_14-II.CR","Cutwater Investor Services",2019-01-15,100.349995761634,0.0758500833545252,0.0503750826481309,3.75,53.8497,4.19575,-0.0224,113.22574984318,282.949045743268,0.588637919233402
"74",2018-06-14,"CW_15-I.D2","Cutwater Investor Services",2019-07-15,100.342495690995,0.0833750459156283,0.0556500466220225,4.65,56.9878,4.20274,0.0565,113.125949806448,282.949045743268,1.08418891170431
"75",2018-06-14,"FLATIR17.D","New York Life Investment Management LLC",2022-05-16,100.669123767342,0.0656125038851686,0.0363500056511543,3.5,74.9635,3.34199,2.8604,113.647749665169,282.949045743268,3.92060232717317
"76",2018-06-14,"DEWOLFPK.D","GSO / Blackstone Debt Funds Management",2022-10-17,100.8,0.0628,0.0336,3.15,75.2746,3.5055,2.9346,114.5101,282.7984,4.34223134839151
"77",2018-06-14,"JAYPARK.C","GSO / Blackstone Debt Funds Management",2021-07-20,100.64571429,0.0707,0.04172857,3.85,73.6276,3.3647,1.3032,112.2493,282.7984,3.09924709103354
"78",2018-06-14,"MADPK11.DR","Credit Suisse Asset Management",2021-07-23,100.8,0.0632,0.0343,3.25,51.876,3.61116,2.301,112.3135,282.7984,3.10746064339493
"81",2018-06-19,"ATLASLF7.D","Crescent Capital Group LP",2020-11-30,100.922499576283,0.0669,0.038700002824779,3.9,69.0554818451456,3.44834,1.2999,113.774498669529,282.875550125703,2.45037645448323
"82",2018-06-18,"ATRIUM12.DR","Credit Suisse Asset Management",2020-01-22,99.85,0.0632,0.0354,2.8,67.6602,3.54187,0.8803,110.3169,282.8711,1.59616700889802
"83",2018-06-19,"BATT_10.C","Brigade Capital Management LLC",2021-01-25,101.399998587611,0.0717000084743369,0.0434000112991158,4.25,88.4498316657722,3.49123,1.107,115.612348670942,282.875550125703,2.60369609856263
"84",2018-06-18,"CARBONE.C","Invesco Inc.",2023-01-20,98.63,0.0662,0.0372,2.6,78.5625,3.20728,3.5745,114.0067,282.8711,4.59137577002053
"85",2018-06-21,"CATA14-1.CR","Trimaran Advisors LLC",2022-10-20,100.5,0.0666500070615485,0.0376500070615485,3.43,47.4244002330311,3.53577,3.3712,113.22359764568,283.759725060023,4.33127994524298
"86",2018-06-19,"CATLAKE2.DR","Carlson Capital, L.P.",2021-07-15,100.3,0.0754500014123895,0.0467500042371684,4.1,62.9617384904381,3.3913,1.9475,112.125298774046,282.875550125703,3.07186858316222
"87",2018-06-21,"GWOLF5.CR","Greywolf Capital Management LP",2023-01-25,100,0.0632500070615485,0.0342500070615485,3,71.4204198598989,3.12125,3.6049,111.860597632969,283.759725060023,4.5968514715948
"88",2018-06-18,"MADPK30.D","Credit Suisse Asset Management",2021-04-15,99,0.0627,0.0341,2.5,87.4104144062115,3.38887,1.8711,112.9563,282.8711,2.82546201232033
"90",2018-06-21,"VENT_16.DRR","MJX Asset Management LLC",2020-01-15,99,0.0668000098861678,0.0390000127107872,2.51,46.1557512781403,3.77404,0.8046,111.448373070079,283.759725060023,1.56878850102669
"91",2018-06-18,"YORKCLO2.DR","York CLO Managed Holdings LLC",2023-01-23,99.01,0.0613,0.0322,2.6,68.0177,3.33804,3.9357,113.1719,282.8711,4.59958932238193
"92",2018-06-19,"CIFC15-3.DR","CIFC Asset Management LLC",2021-04-19,99,0.0625,0.034,2.5,51.5287,3.41945,2.6788,111.581,282.88,2.83367556468172
"93",2018-06-20,"BENEFIT8.CR","Benefit Street Partners LLC",2023-01-20,99.5,0.0619,0.0327,2.75,73.1177,3.28679,3.476,112.7452,282.8699,4.58590006844627
"94",2018-06-20,"BENEFT12.C","Benefit Street Partners LLC",2022-10-17,100.3125,0.0633,0.0341,3.05,76.3198,3.37163,3.2518,113.6752,282.8699,4.32580424366872
"95",2018-06-20,"LCM_XV.DR","LCM Asset Management LLC",2022-07-20,101,0.0684,0.0392,3.7,44.8349,3.08426,2.9619,111.892,282.8699,4.08213552361396
"96",2018-06-20,"LOCKWDG.DRR","Tall Tree Investment Management LLC",2022-01-25,98.875,0.0655,0.0365,2.85,70.8311,3.40462,2.9998,114.089,282.8699,3.60027378507871
"97",2018-06-20,"OCP_14-5.CR","Onex Credit Partners LLC",2023-04-26,99.25,0.0638,0.0346,2.9,32.3672,3.30751,4.2626,111.4947,282.8699,4.84873374401095
"98",2018-06-20,"OCT_31.D","Octagon Credit Investors, LLC",2022-07-20,100.95666667,0.06853333,0.03933333,3.7,72.4937,3.5092,2.8826,113.441,282.8699,4.08213552361396
"99",2018-06-20,"OCT_XIV.CR","Octagon Credit Investors, LLC",2022-07-15,101.15,0.07155,0.04235,4,43.7806,3.45736,3.4864,111.7758,282.8699,4.0684462696783
"100",2018-06-22,"ELEV17-7.D","325 Fillmore LLC",2022-07-15,98.53,0.07175,0.0429,2.9,64.4932,3.65416,3.2642,113.2531,286.5317,4.06297056810404
"104",2018-06-25,"CATLAKE2.DR","Carlson Capital, L.P.",2021-07-15,100.3,0.0758,0.0474,4.1,62.1821,3.3913,1.9475,112.021,286.4623,3.05544147843943
"108",2018-06-27,"ALM_VII.CR","Apollo Credit Management LLC",2021-04-15,100.44615385,0.0722,0.0443,3.85,49.4951,3.67499,1.8749,112.6591,286.3823,2.80082135523614
"109",2018-06-28,"AMMC_20.D","American Money Management Corporation",2021-04-19,100.485747042548,0.0667750119992095,0.0388250105875378,3.4,75.1177443236681,3.23122,1.8081,113.544247943194,286.315098102713,2.80903490759754
"110",2018-06-28,"AVERYPT6.D","Bain Capital Credit",2020-08-05,100.238244713289,0.0668000254100906,0.0393500239984189,3.43,51.011395149496,3.29301,0.8071,113.118947423699,286.315098102713,2.10540725530459
"111",2018-06-27,"BLUM12-2.DR","BlueMountain Capital Management LLC",2020-11-20,100.77538462,0.07130769,0.04363846,4.15,57.7867,3.11888,1.1753,111.665,286.3823,2.40109514031485
"112",2018-06-27,"BLUM13-1.CR","BlueMountain Capital Management LLC",2021-01-20,101.02615385,0.07288462,0.04510769,4.15,52.9852,3.15176,1.2848,111.8213,286.3823,2.56810403832991
"113",2018-06-28,"JACKMILL.DR","Shenkman Capital Management Inc.",2019-04-15,99.0200676571896,0.0733251065812135,0.0467501058753776,2.8,57.1890423078009,3.25374,0.8197,111.942947666507,286.315098102713,0.796714579055442
"114",2018-06-28,"KKRCLO15.D","KKR Financial Advisors LLC",2020-10-19,100.436246576696,0.0739500155283887,0.046300014116717,4,69.0793936079505,3.26865,1.2019,113.525147564866,286.315098102713,2.31074606433949
"115",2018-06-27,"SYMPH_18.D","Symphony Asset Management LLC",2021-07-23,101.33846154,0.06986923,0.04179231,4,71.1061,3.24953,0.6059,111.5745,286.3823,3.07186858316222
"116",2018-06-28,"VENT_17.DRR","MJX Asset Management LLC",2020-04-15,99.3088203746577,0.0678500296451057,0.0403750289392699,2.82,40.9105955617042,3.67876,1.1232,111.562198198707,286.315098102713,1.79876796714579
"117",2018-06-28,"VENT_25.D2","MJX Asset Management LLC",2021-03-20,101.124993647477,0.0731750261159265,0.0453000254100906,4.21,85.8032936841808,3.66404,1.5375,113.555648056128,286.315098102713,2.72689938398357
"118",2018-06-27,"WLFLT151.DR","Littlejohn & Co. LLC",2019-10-21,99.69637692,0.06666923,0.03906923,2.8,65.4483,3.86616,0.207,113.5754,286.3823,1.31690622861054
"119",2018-07-03,"BENEFIT8.CR","Benefit Street Partners LLC",2023-01-20,98.75,0.0639999971774535,0.0352500014112732,2.75,70.2913496852861,3.28679,3.476,112.437350453019,286.401151325186,4.55030800821355
"120",2018-07-03,"BENEFT12.C","Benefit Street Partners LLC",2022-10-17,100.0625,0.0641999971774535,0.0354500014112733,3.05,73.0334998927432,3.35163,3.2131,113.375150484067,286.401151325186,4.290212183436
"121",2018-07-02,"CATA14-1.CR","Trimaran Advisors LLC",2022-10-20,100.5,0.067,0.0381,3.43,44.2046,3.53063,3.4452,112.8893,286.3542,4.30116358658453
"122",2018-07-02,"GWOLF5.CR","Greywolf Capital Management LP",2023-01-25,100,0.0635,0.0346,3,67.9265,3.12125,3.6049,111.5556,286.3542,4.56673511293635
"123",2018-07-03,"MADPK30.D","Credit Suisse Asset Management",2021-04-15,98.75,0.0646,0.0363000028225465,2.5,85.4350500381044,3.32895,1.8928,112.627000437495,286.401151325186,2.78439425051335
"124",2018-07-02,"VENT_16.DRR","MJX Asset Management LLC",2020-01-15,99,0.0685,0.0407,2.51,43.3995,3.77404,0.8046,111.1532,286.3542,1.53867214236824
"125",2018-07-13,"CATA14-1.CR","Trimaran Advisors LLC",2022-10-20,100.5,0.0672750239814919,0.03860001410676,3.43,45.0063787340594,3.53063,3.4452,112.282020664993,286.3778,4.27104722792608
"126",2018-07-13,"GWOLF5.CR","Greywolf Capital Management LP",2023-01-25,100,0.0636750239814919,0.03500001410676,3,69.9052151196253,3.12125,3.6049,110.84525429833,286.3778,4.53661875427789
"127",2018-07-13,"VENT_16.DRR","MJX Asset Management LLC",2020-01-15,99,0.0697750719444758,0.0419250606590678,2.51,44.318561485724,3.77404,0.8046,113.186271958583,286.3778,1.50855578370979
"128",2018-07-12,"ATLASLF7.D","Crescent Capital Group LP",2020-11-30,100.775,0.0694000075233223,0.0412000075233223,3.9,65.9613696753686,3.41343,1.2882,114.846460929506,286.3778,2.38740588637919
"129",2018-07-11,"APIDOS22.C","CVC Credit Partners LLC",2020-10-20,100.505833452553,0.0729500014106362,0.0448500014106362,3.8,65.4659100747637,3.20816,1.4426,114.20504988856,286.3778,2.27789185489391
"130",2018-07-11,"ATRIUM12.DR","Credit Suisse Asset Management",2020-01-22,99.7038980646071,0.0672500155169982,0.0394000169276344,2.8,65.3305557765552,3.4611,0.9583,108.868863811539,286.3778,1.53319644079398
"131",2018-07-10,"BLUM16-1.DR","BlueMountain Capital Management LLC",2020-10-20,99.60833333,0.06066667,0.03255,2.65,80.4319,3.16192,1.3635,112.5171,286.3778,2.28062970568104
"132",2018-07-11,"CIFC15-5.CR","CIFC Asset Management LLC",2020-04-27,100.122322915101,0.0652167322403724,0.0372584010647482,2.95,70.2933067795176,3.40261,1.0127,113.56176745098,286.3778,1.79603011635866
"133",2018-07-10,"KKRCLO14.C","KKR Financial Advisors LLC",2020-07-15,100.05,0.0823,0.0543,4.35,73.4109,3.25769,0.997,113.7789,286.3778,2.01505817932923
"134",2018-07-11,"MAGNET8.DR2","BlackRock Financial Management",2022-04-18,100.040654599358,0.0618167040276485,0.0331250387924954,2.9,49.8970075581887,2.97236,2.8671,113.651020366765,286.3778,3.7700205338809
"135",2018-07-11,"OHACP_11.D","Oak Hill Advisors LP",2020-10-20,100.688331689258,0.0779750091691353,0.0498416751096064,4.3,74.6686083199323,3.31517,1.267,113.71180230498,286.3778,2.27789185489391
"136",2018-07-11,"SYMPH_17.DR","Symphony Asset Management LLC",2020-04-15,99.270606008584,0.0679917357669629,0.0400334045913387,2.65,67.547858084356,3.17467,1.2733,113.809047005219,286.3778,1.76317590691307
"137",2018-07-11,"TCWR15-2.DR","THL Credit Senior Loan Strategies LLC",2019-10-15,99.1888876964311,0.0718751107349415,0.0440251121455777,2.6,47.0949543602765,3.73398,0.2401,111.711475866836,286.3778,1.2621492128679
"138",2018-07-11,"TRYON_PK.CR","GSO / Blackstone Debt Funds Management",2021-04-15,99.1056067139021,0.0655167068489209,0.0371167068489209,2.7,23.3915526167301,3.17204,2.5249,111.566968551277,286.3778,2.76249144421629
"139",2018-07-10,"VENT_17.DRR","MJX Asset Management LLC",2020-04-15,98.85714286,0.07268571,0.04475714,2.82,40.1277,3.67876,1.1232,111.7179,286.3778,1.76591375770021
"140",2018-07-12,"ALLEGRO3.DR","AXA Investment Managers",2019-07-25,99.2825,0.07355,0.04575,2.65,49.1581,3.65809,0.3938,113.8486,286.3778,1.03490759753593
"141",2018-07-12,"CGMS13-3.CR","Carlyle Investment Management LLC",2022-10-17,97.8,0.0642,0.0355,2.45,44.6671,3.43563,3.8597,111.7989,286.3778,4.26557152635181
"142",2018-07-12,"CIFC16-1.D","CIFC Asset Management LLC",2021-01-21,100.965,0.07305,0.04475,4,70.8737,3.53309,1.6114,114.6753,286.3778,2.52977412731006
"143",2018-07-12,"OHALF121.DR","Oak Hill Advisors LP",2019-01-23,101.3275,0.071225,0.045925,4.15,61.6715,3.27462,-0.3798,111.2028,286.3778,0.53388090349076
"144",2018-07-12,"TICPCLO4.DR","TPG Capital",2019-07-22,98.53,0.0807,0.0529,2.5,47.0216,3.36658,1.3793,106.6264,286.3778,1.02669404517454
