[1] "2"
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
[1] "3"
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.0552381321028573,0.0549931611535357,0.0547481902042142,0.0545032192548927,0.0542582483055711,0.0540132773562496,0.0537683064069281,0.0535233354576065,0.053278364508285,0.0530333935589634,0.0527884226096419
"2",0.0518888633993271,0.0516438924500055,0.051398921500684,0.0511539505513624,0.0509089796020409,0.0506640086527194,0.0504190377033978,0.0501740667540763,0.0499290958047548,0.0496841248554332,0.0494391539061117
"3",0.0487086258500178,0.0484636549006963,0.0482186839513747,0.0479737130020532,0.0477287420527316,0.0474837711034101,0.0472388001540886,0.046993829204767,0.0467488582554455,0.0465038873061239,0.0462589163568024
"4",0.0456974194549295,0.045452448505608,0.0452074775562864,0.0449625066069649,0.0447175356576434,0.0444725647083218,0.0442275937590003,0.0439826228096787,0.0437376518603572,0.0434926809110357,0.0432477099617141
"5",0.0428552442140622,0.0426102732647407,0.0423653023154191,0.0421203313660976,0.0418753604167761,0.0416303894674545,0.041385418518133,0.0411404475688114,0.0408954766194899,0.0406505056701684,0.0404055347208468
"6",0.0401821001274159,0.0399371291780944,0.0396921582287728,0.0394471872794513,0.0392022163301298,0.0389572453808082,0.0387122744314867,0.0384673034821651,0.0382223325328436,0.0379773615835221,0.0377323906342005
"7",0.0376779871949906,0.0374330162456691,0.0371880452963475,0.036943074347026,0.0366981033977045,0.0364531324483829,0.0362081614990614,0.0359631905497398,0.0357182196004183,0.0354732486510968,0.0352282777017752
"8",0.0353429054167863,0.0350979344674648,0.0348529635181432,0.0346079925688217,0.0343630216195001,0.0341180506701786,0.0338730797208571,0.0336281087715355,0.033383137822214,0.0331381668728924,0.0328931959235709
"9",0.0331768547928029,0.0329318838434814,0.0326869128941599,0.0324419419448383,0.0321969709955168,0.0319520000461953,0.0317070290968737,0.0314620581475522,0.0312170871982306,0.0309721162489091,0.0307271452995876
"10",0.0311798353230406,0.030934864373719,0.0306898934243975,0.030444922475076,0.0301999515257544,0.0299549805764329,0.0297100096271113,0.0294650386777898,0.0292200677284683,0.0289750967791467,0.0287301258298252
"11",0.0293518470074992,0.0291068760581777,0.0288619051088561,0.0286169341595346,0.028371963210213,0.0281269922608915,0.02788202131157,0.0276370503622484,0.0273920794129269,0.0271471084636053,0.0269021375142838
[1] "3.5"
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.0583586597390335,0.058113688789712,0.0578687178403905,0.0576237468910689,0.0573787759417474,0.0571338049924259,0.0568888340431043,0.0566438630937828,0.0563988921444612,0.0561539211951397,0.0559089502458182
"2",0.0550093910355033,0.0547644200861818,0.0545194491368602,0.0542744781875387,0.0540295072382172,0.0537845362888956,0.0535395653395741,0.0532945943902526,0.053049623440931,0.0528046524916095,0.0525596815422879
"3",0.0518291534861941,0.0515841825368725,0.051339211587551,0.0510942406382294,0.0508492696889079,0.0506042987395864,0.0503593277902648,0.0501143568409433,0.0498693858916218,0.0496244149423002,0.0493794439929787
"4",0.0488179470911058,0.0485729761417842,0.0483280051924627,0.0480830342431412,0.0478380632938196,0.0475930923444981,0.0473481213951765,0.047103150445855,0.0468581794965335,0.0466132085472119,0.0463682375978904
"5",0.0459757718502385,0.0457308009009169,0.0454858299515954,0.0452408590022739,0.0449958880529523,0.0447509171036308,0.0445059461543092,0.0442609752049877,0.0440160042556662,0.0437710333063446,0.0435260623570231
"6",0.0433026277635922,0.0430576568142706,0.0428126858649491,0.0425677149156276,0.042322743966306,0.0420777730169845,0.041832802067663,0.0415878311183414,0.0413428601690199,0.0410978892196983,0.0408529182703768
"7",0.0407985148311669,0.0405535438818453,0.0403085729325238,0.0400636019832023,0.0398186310338807,0.0395736600845592,0.0393286891352376,0.0390837181859161,0.0388387472365946,0.038593776287273,0.0383488053379515
"8",0.0384634330529625,0.038218462103641,0.0379734911543195,0.0377285202049979,0.0374835492556764,0.0372385783063549,0.0369936073570333,0.0367486364077118,0.0365036654583902,0.0362586945090687,0.0360137235597472
"9",0.0362973824289792,0.0360524114796577,0.0358074405303361,0.0355624695810146,0.0353174986316931,0.0350725276823715,0.03482755673305,0.0345825857837284,0.0343376148344069,0.0340926438850854,0.0338476729357638
"10",0.0343003629592168,0.0340553920098953,0.0338104210605737,0.0335654501112522,0.0333204791619307,0.0330755082126091,0.0328305372632876,0.0325855663139661,0.0323405953646445,0.032095624415323,0.0318506534660014
"11",0.0324723746436755,0.0322274036943539,0.0319824327450324,0.0317374617957108,0.0314924908463893,0.0312475198970678,0.0310025489477462,0.0307575779984247,0.0305126070491031,0.0302676360997816,0.0300226651504601
[1] "4"
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.0614791873752098,0.0612342164258883,0.0609892454765667,0.0607442745272452,0.0604993035779237,0.0602543326286021,0.0600093616792806,0.059764390729959,0.0595194197806375,0.059274448831316,0.0590294778819944
"2",0.0581299186716796,0.057884947722358,0.0576399767730365,0.057395005823715,0.0571500348743934,0.0569050639250719,0.0566600929757504,0.0564151220264288,0.0561701510771073,0.0559251801277857,0.0556802091784642
"3",0.0549496811223703,0.0547047101730488,0.0544597392237272,0.0542147682744057,0.0539697973250842,0.0537248263757626,0.0534798554264411,0.0532348844771195,0.052989913527798,0.0527449425784765,0.0524999716291549
"4",0.051938474727282,0.0516935037779605,0.051448532828639,0.0512035618793174,0.0509585909299959,0.0507136199806743,0.0504686490313528,0.0502236780820313,0.0499787071327097,0.0497337361833882,0.0494887652340667
"5",0.0490962994864147,0.0488513285370932,0.0486063575877717,0.0483613866384501,0.0481164156891286,0.047871444739807,0.0476264737904855,0.047381502841164,0.0471365318918424,0.0468915609425209,0.0466465899931994
"6",0.0464231553997684,0.0461781844504469,0.0459332135011254,0.0456882425518038,0.0454432716024823,0.0451983006531608,0.0449533297038392,0.0447083587545177,0.0444633878051961,0.0442184168558746,0.0439734459065531
"7",0.0439190424673431,0.0436740715180216,0.0434291005687001,0.0431841296193785,0.042939158670057,0.0426941877207354,0.0424492167714139,0.0422042458220924,0.0419592748727708,0.0417143039234493,0.0414693329741278
"8",0.0415839606891388,0.0413389897398173,0.0410940187904957,0.0408490478411742,0.0406040768918527,0.0403591059425311,0.0401141349932096,0.039869164043888,0.0396241930945665,0.039379222145245,0.0391342511959234
"9",0.0394179100651555,0.0391729391158339,0.0389279681665124,0.0386829972171909,0.0384380262678693,0.0381930553185478,0.0379480843692262,0.0377031134199047,0.0374581424705832,0.0372131715212616,0.0369682005719401
"10",0.0374208905953931,0.0371759196460716,0.03693094869675,0.0366859777474285,0.0364410067981069,0.0361960358487854,0.0359510648994639,0.0357060939501423,0.0354611230008208,0.0352161520514992,0.0349711811021777
"11",0.0355929022798517,0.0353479313305302,0.0351029603812086,0.0348579894318871,0.0346130184825656,0.034368047533244,0.0341230765839225,0.0338781056346009,0.0336331346852794,0.0333881637359579,0.0331431927866363
[1] "4.5"
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.0645997150113861,0.0643547440620645,0.064109773112743,0.0638648021634215,0.0636198312140999,0.0633748602647784,0.0631298893154568,0.0628849183661353,0.0626399474168138,0.0623949764674922,0.0621500055181707
"2",0.0612504463078558,0.0610054753585343,0.0607605044092128,0.0605155334598912,0.0602705625105697,0.0600255915612482,0.0597806206119266,0.0595356496626051,0.0592906787132835,0.059045707763962,0.0588007368146405
"3",0.0580702087585466,0.057825237809225,0.0575802668599035,0.057335295910582,0.0570903249612604,0.0568453540119389,0.0566003830626174,0.0563554121132958,0.0561104411639743,0.0558654702146527,0.0556204992653312
"4",0.0550590023634583,0.0548140314141368,0.0545690604648152,0.0543240895154937,0.0540791185661721,0.0538341476168506,0.0535891766675291,0.0533442057182075,0.053099234768886,0.0528542638195644,0.0526092928702429
"5",0.052216827122591,0.0519718561732695,0.0517268852239479,0.0514819142746264,0.0512369433253048,0.0509919723759833,0.0507470014266618,0.0505020304773402,0.0502570595280187,0.0500120885786971,0.0497671176293756
"6",0.0495436830359447,0.0492987120866232,0.0490537411373016,0.0488087701879801,0.0485637992386585,0.048318828289337,0.0480738573400155,0.0478288863906939,0.0475839154413724,0.0473389444920509,0.0470939735427293
"7",0.0470395701035194,0.0467945991541979,0.0465496282048763,0.0463046572555548,0.0460596863062332,0.0458147153569117,0.0455697444075902,0.0453247734582686,0.0450798025089471,0.0448348315596256,0.044589860610304
"8",0.0447044883253151,0.0444595173759935,0.044214546426672,0.0439695754773505,0.0437246045280289,0.0434796335787074,0.0432346626293858,0.0429896916800643,0.0427447207307428,0.0424997497814212,0.0422547788320997
"9",0.0425384377013317,0.0422934667520102,0.0420484958026887,0.0418035248533671,0.0415585539040456,0.041313582954724,0.0410686120054025,0.040823641056081,0.0405786701067594,0.0403336991574379,0.0400887282081164
"10",0.0405414182315693,0.0402964472822478,0.0400514763329263,0.0398065053836047,0.0395615344342832,0.0393165634849617,0.0390715925356401,0.0388266215863186,0.038581650636997,0.0383366796876755,0.038091708738354
"11",0.038713429916028,0.0384684589667064,0.0382234880173849,0.0379785170680634,0.0377335461187418,0.0374885751694203,0.0372436042200988,0.0369986332707772,0.0367536623214557,0.0365086913721341,0.0362637204228126
[[1]]
NULL

[[2]]
NULL

[[3]]
NULL

[[4]]
NULL

[[5]]
NULL

[[6]]
NULL

